"country","indicator","debt_2022"
"Costa Rica","Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)","1266419178"
"Costa Rica","GG, bilateral (AMT, current US$)","21104871.8"
"Costa Rica","GG, bilateral (INT, current US$)","2741212.4"
"Costa Rica","GG, bilateral (TDS, current US$)","23846084.2"
"Costa Rica","GG, bonds (INT, current US$)","335304000"
"Costa Rica","GG, bonds (TDS, current US$)","335304000"
"Costa Rica","GG, multilateral (AMT, current US$)","100330176"
"Costa Rica","GG, multilateral (INT, current US$)","62954000"
"Costa Rica","GG, multilateral (TDS, current US$)","163284176"
"Costa Rica","GG, official creditors (AMT, current US$)","121435047.8"
"Costa Rica","GG, official creditors (INT, current US$)","65695212.4"
"Costa Rica","GG, official creditors (TDS, current US$)","187130260.2"
"Costa Rica","GG, private creditors (INT, current US$)","335304000"
"Costa Rica","GG, private creditors (TDS, current US$)","335304000"
"Costa Rica","IMF charges (INT, current US$)","8648090.3"
"Costa Rica","IMF repurchases and charges (TDS, current US$)","8648090.3"
"Costa Rica","Interest payments on external debt, general government sector (PPG) (INT, current US$)","400999212.4"
"Costa Rica","Interest payments on external debt, long-term (INT, current US$)","1197369196"
"Costa Rica","Interest payments on external debt, other public sector (PPG) (INT, current US$)","110493983.6"
"Costa Rica","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","685852000"
"Costa Rica","Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)","511517196"
"Costa Rica","Interest payments on external debt, public sector (PPG) (INT, current US$)","511517196"
"Costa Rica","Multilateral debt service (TDS, current US$)","331122646.6"
"Costa Rica","OPS, bilateral (AMT, current US$)","15047478.2"
"Costa Rica","OPS, bilateral (INT, current US$)","4411983.6"
"Costa Rica","OPS, bilateral (TDS, current US$)","19459461.8"
"Costa Rica","OPS, bonds (INT, current US$)","58124000"
"Costa Rica","OPS, bonds (TDS, current US$)","58124000"
"Costa Rica","OPS, commercial banks (AMT, current US$)","163258250"
"Costa Rica","OPS, commercial banks (INT, current US$)","13712000"
"Costa Rica","OPS, commercial banks (TDS, current US$)","176970250"
"Costa Rica","OPS, multilateral (AMT, current US$)","133592470.6"
"Costa Rica","OPS, multilateral (INT, current US$)","34246000"
"Costa Rica","OPS, multilateral (TDS, current US$)","167838470.6"
"Costa Rica","OPS, official creditors (AMT, current US$)","148639948.8"
"Costa Rica","OPS, official creditors (INT, current US$)","38657983.6"
"Costa Rica","OPS, official creditors (TDS, current US$)","187297932.4"
"Costa Rica","OPS, private creditors (AMT, current US$)","163258250"
"Costa Rica","OPS, private creditors (INT, current US$)","71836000"
"Costa Rica","OPS, private creditors (TDS, current US$)","235094250"
"Costa Rica","PNG, bonds (INT, current US$)","74942000"
"Costa Rica","PNG, bonds (TDS, current US$)","74942000"
"Costa Rica","PNG, commercial banks and other creditors (AMT, current US$)","3765889260"
"Costa Rica","PNG, commercial banks and other creditors (INT, current US$)","610910000"
"Costa Rica","PNG, commercial banks and other creditors (TDS, current US$)","4376799260"
"Costa Rica","PPG, bilateral (AMT, current US$)","37230350"
"Costa Rica","PPG, bilateral (DIS, current US$)","88659658.6"
"Costa Rica","PPG, bilateral (INT, current US$)","7177196"
"Costa Rica","PPG, bilateral (TDS, current US$)","44407546"
"Costa Rica","PPG, bilateral concessional (AMT, current US$)","17499419.7"
"Costa Rica","PPG, bilateral concessional (INT, current US$)","5122191.7"
"Costa Rica","PPG, bilateral concessional (TDS, current US$)","22621611.4"
"Costa Rica","PPG, bonds (INT, current US$)","393428000"
"Costa Rica","PPG, bonds (TDS, current US$)","393428000"
"Costa Rica","PPG, commercial banks (AMT, current US$)","163258250"
"Costa Rica","PPG, commercial banks (DIS, current US$)","3313000"
"Costa Rica","PPG, commercial banks (INT, current US$)","13712000"
"Costa Rica","PPG, commercial banks (TDS, current US$)","176970250"
"Costa Rica","PPG, multilateral (AMT, current US$)","233922646.6"
"Costa Rica","PPG, multilateral (DIS, current US$)","1174446519"
"Costa Rica","PPG, multilateral (INT, current US$)","97200000"
"Costa Rica","PPG, official creditors (AMT, current US$)","271152996.6"
"Costa Rica","PPG, official creditors (DIS, current US$)","1263106178"
"Costa Rica","PPG, official creditors (INT, current US$)","104377196"
"Costa Rica","PPG, private creditors (AMT, current US$)","163258250"
"Costa Rica","PPG, private creditors (DIS, current US$)","3313000"
"Costa Rica","PPG, private creditors (INT, current US$)","407140000"
"Costa Rica","PPG, private creditors (TDS, current US$)","570398250"
"Costa Rica","Principal repayments on external debt, general government sector (PPG) (AMT, current US$)","121435047.8"
"Costa Rica","Principal repayments on external debt, long-term (AMT, current US$)","4200300507"
"Costa Rica","Principal repayments on external debt, other public sector (PPG) (AMT, current US$)","311898198.8"
"Costa Rica","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","3765889260"
"Costa Rica","Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)","434411246.6"
"Costa Rica","PS, bilateral (AMT, current US$)","37230350"
"Costa Rica","PS, bilateral (INT, current US$)","7177196"
"Costa Rica","PS, bilateral (TDS, current US$)","44407546"
"Costa Rica","PS, bonds (INT, current US$)","393428000"
"Costa Rica","PS, bonds (TDS, current US$)","393428000"
"Costa Rica","PS, commercial banks (AMT, current US$)","163258250"
"Costa Rica","PS, commercial banks (INT, current US$)","13712000"
"Costa Rica","PS, commercial banks (TDS, current US$)","176970250"
"Costa Rica","PS, multilateral (AMT, current US$)","233922646.6"
"Costa Rica","PS, multilateral (INT, current US$)","97200000"
"Costa Rica","PS, multilateral (TDS, current US$)","331122646.6"
"Costa Rica","PS, official creditors (AMT, current US$)","271152996.6"
"Costa Rica","PS, official creditors (INT, current US$)","104377196"
"Costa Rica","PS, official creditors (TDS, current US$)","375530192.6"
"Costa Rica","PS, private creditors (AMT, current US$)","163258250"
"Costa Rica","PS, private creditors (INT, current US$)","407140000"
"Costa Rica","PS, private creditors (TDS, current US$)","570398250"
"Cote d'Ivoire","Debt service on external debt, general government sector (PPG) (TDS, current US$)","1943320641"
"Cote d'Ivoire","Debt service on external debt, long-term (TDS, current US$)","2554417348"
"Cote d'Ivoire","Debt service on external debt, other public sector (PPG) (TDS, current US$)","395818639.1"
"Cote d'Ivoire","Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)","215278068.6"
"Cote d'Ivoire","Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)","2339139280"
"Cote d'Ivoire","Debt service on external debt, public sector (PPG) (TDS, current US$)","2339139280"
"Cote d'Ivoire","Debt service on external debt, total (TDS, current US$)","2742388119"
"Cote d'Ivoire","Disbursements on external debt, long-term (DIS, current US$)","4293036003"
"Cote d'Ivoire","Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)","4293036003"
"Cote d'Ivoire","GG, bilateral (AMT, current US$)","454586253.6"
"Cote d'Ivoire","GG, bilateral (INT, current US$)","99063204"
"Cote d'Ivoire","GG, bilateral (TDS, current US$)","553649457.6"
"Cote d'Ivoire","GG, bonds (AMT, current US$)","55283909.1"
"Cote d'Ivoire","GG, bonds (INT, current US$)","512131142"
"Cote d'Ivoire","GG, bonds (TDS, current US$)","567415051.1"
"Cote d'Ivoire","GG, commercial banks (AMT, current US$)","391484885.3"
"Cote d'Ivoire","GG, commercial banks (INT, current US$)","146446312.6"
"Cote d'Ivoire","GG, commercial banks (TDS, current US$)","537931197.9"
"Cote d'Ivoire","GG, multilateral (AMT, current US$)","190971320"
"Cote d'Ivoire","GG, multilateral (INT, current US$)","92279909.3"
"Cote d'Ivoire","GG, multilateral (TDS, current US$)","283251229.3"
"Cote d'Ivoire","GG, official creditors (AMT, current US$)","645557573.6"
"Cote d'Ivoire","GG, official creditors (INT, current US$)","191343113.3"
"Cote d'Ivoire","GG, official creditors (TDS, current US$)","836900686.9"
"Cote d'Ivoire","GG, other private creditors (AMT, current US$)","1066909.2"
"Cote d'Ivoire","GG, other private creditors (INT, current US$)","6795.6"
"Cote d'Ivoire","GG, other private creditors (TDS, current US$)","1073704.8"
"Cote d'Ivoire","GG, private creditors (AMT, current US$)","447835703.6"
"Cote d'Ivoire","GG, private creditors (INT, current US$)","658584250.2"
"Cote d'Ivoire","GG, private creditors (TDS, current US$)","1106419954"
"Cote d'Ivoire","IMF charges (INT, current US$)","14701333.7"
"Cote d'Ivoire","IMF repurchases (AMT, current US$)","173269437.2"
"Cote d'Ivoire","IMF repurchases and charges (TDS, current US$)","187970770.9"
"Cote d'Ivoire","Interest payments on external debt, general government sector (PPG) (INT, current US$)","849927363.5"
"Cote d'Ivoire","Interest payments on external debt, long-term (INT, current US$)","903697022.6"
"Cote d'Ivoire","Interest payments on external debt, other public sector (PPG) (INT, current US$)","43004446.1"
"Cote d'Ivoire","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","10765213"
"Cote d'Ivoire","Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)","892931809.6"
"Cote d'Ivoire","Interest payments on external debt, public sector (PPG) (INT, current US$)","892931809.6"
"Cote d'Ivoire","Multilateral debt service (TDS, current US$)","291727560"
"Cote d'Ivoire","OPS, commercial banks (AMT, current US$)","345788722.9"
"Cote d'Ivoire","OPS, commercial banks (INT, current US$)","41553585.5"
"Cote d'Ivoire","OPS, commercial banks (TDS, current US$)","387342308.4"
"Cote d'Ivoire","OPS, multilateral (AMT, current US$)","7025470.1"
"Cote d'Ivoire","OPS, multilateral (INT, current US$)","1450860.6"
"Cote d'Ivoire","OPS, multilateral (TDS, current US$)","8476330.7"
"Cote d'Ivoire","OPS, multilateral concessional (AMT, current US$)","62224.8"
"Cote d'Ivoire","OPS, multilateral concessional (TDS, current US$)","62224.8"
"Cote d'Ivoire","OPS, official creditors (AMT, current US$)","7025470.1"
"Cote d'Ivoire","OPS, official creditors (INT, current US$)","1450860.6"
"Cote d'Ivoire","OPS, official creditors (TDS, current US$)","8476330.7"
"Cote d'Ivoire","OPS, private creditors (AMT, current US$)","345788722.9"
"Cote d'Ivoire","OPS, private creditors (INT, current US$)","41553585.5"
"Cote d'Ivoire","OPS, private creditors (TDS, current US$)","387342308.4"
"Cote d'Ivoire","PNG, commercial banks and other creditors (AMT, current US$)","204512855.6"
"Cote d'Ivoire","PNG, commercial banks and other creditors (INT, current US$)","10765213"
"Cote d'Ivoire","PNG, commercial banks and other creditors (TDS, current US$)","215278068.6"
"Cote d'Ivoire","PPG, bilateral (AMT, current US$)","454586253.6"
"Cote d'Ivoire","PPG, bilateral (DIS, current US$)","1194048826"
"Cote d'Ivoire","PPG, bilateral (INT, current US$)","99063204"
"Cote d'Ivoire","PPG, bilateral (TDS, current US$)","553649457.6"
"Cote d'Ivoire","PPG, bilateral concessional (AMT, current US$)","8523671.4"
"Cote d'Ivoire","PPG, bilateral concessional (INT, current US$)","7318663.5"
"Cote d'Ivoire","PPG, bilateral concessional (TDS, current US$)","15842334.9"
"Cote d'Ivoire","PPG, bonds (AMT, current US$)","55283909.1"
"Cote d'Ivoire","PPG, bonds (INT, current US$)","512131142"
"Cote d'Ivoire","PPG, bonds (TDS, current US$)","567415051.1"
"Cote d'Ivoire","PPG, commercial banks (AMT, current US$)","737273608.2"
"Cote d'Ivoire","PPG, commercial banks (DIS, current US$)","1839688857"
"Cote d'Ivoire","PPG, commercial banks (INT, current US$)","187999898.1"
"Cote d'Ivoire","PPG, commercial banks (TDS, current US$)","925273506.3"
"Cote d'Ivoire","PPG, multilateral (AMT, current US$)","197996790.1"
"Cote d'Ivoire","PPG, multilateral (DIS, current US$)","1242386619"
"Cote d'Ivoire","PPG, multilateral (INT, current US$)","93730769.9"
"Cote d'Ivoire","PPG, official creditors (AMT, current US$)","652583043.7"
"Cote d'Ivoire","PPG, official creditors (DIS, current US$)","2436435446"
"Cote d'Ivoire","PPG, official creditors (INT, current US$)","192793973.9"
"Cote d'Ivoire","PPG, other private creditors (AMT, current US$)","1066909.2"
"Cote d'Ivoire","PPG, other private creditors (DIS, current US$)","16911700.1"
"Cote d'Ivoire","PPG, other private creditors (INT, current US$)","6795.6"
"Cote d'Ivoire","PPG, private creditors (AMT, current US$)","793624426.5"
"Cote d'Ivoire","PPG, private creditors (DIS, current US$)","1856600558"
"Cote d'Ivoire","PPG, private creditors (INT, current US$)","700137835.7"
"Cote d'Ivoire","PPG, private creditors (TDS, current US$)","1493762262"
"Cote d'Ivoire","Principal repayments on external debt, general government sector (PPG) (AMT, current US$)","1093393277"
"Cote d'Ivoire","Principal repayments on external debt, long-term (AMT, current US$)","1650720326"
"Cote d'Ivoire","Principal repayments on external debt, other public sector (PPG) (AMT, current US$)","352814193"
"Cote d'Ivoire","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","204512855.6"
"Cote d'Ivoire","Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)","1446207470"
"Cote d'Ivoire","PS, bilateral (AMT, current US$)","454586253.6"
"Cote d'Ivoire","PS, bilateral (INT, current US$)","99063204"
"Cote d'Ivoire","PS, bilateral (TDS, current US$)","553649457.6"
"Cote d'Ivoire","PS, bonds (AMT, current US$)","55283909.1"
"Cote d'Ivoire","PS, bonds (INT, current US$)","512131142"
"Cote d'Ivoire","PS, bonds (TDS, current US$)","567415051.1"
"Cote d'Ivoire","PS, commercial banks (AMT, current US$)","737273608.2"
"Cote d'Ivoire","PS, commercial banks (INT, current US$)","187999898.1"
"Cote d'Ivoire","PS, commercial banks (TDS, current US$)","925273506.3"
"Cote d'Ivoire","PS, multilateral (AMT, current US$)","197996790.1"
"Cote d'Ivoire","PS, multilateral (INT, current US$)","93730769.9"
"Cote d'Ivoire","PS, multilateral (TDS, current US$)","291727560"
"Cote d'Ivoire","PS, multilateral concessional (AMT, current US$)","87574800.2"
"Cote d'Ivoire","PS, multilateral concessional (INT, current US$)","28318160"
"Cote d'Ivoire","PS, official creditors (AMT, current US$)","652583043.7"
"Cote d'Ivoire","PS, official creditors (INT, current US$)","192793973.9"
"Cote d'Ivoire","PS, official creditors (TDS, current US$)","845377017.6"
"Cote d'Ivoire","PS, other private creditors (AMT, current US$)","1066909.2"
"Cote d'Ivoire","PS, other private creditors (INT, current US$)","6795.6"
"Cote d'Ivoire","PS, other private creditors (TDS, current US$)","1073704.8"
"Cote d'Ivoire","PS, private creditors (AMT, current US$)","793624426.5"
"Cote d'Ivoire","PS, private creditors (INT, current US$)","700137835.7"
"Cote d'Ivoire","PS, private creditors (TDS, current US$)","1493762262"
"Djibouti","Debt service on external debt, general government sector (PPG) (TDS, current US$)","50195359.9"
"Djibouti","Debt service on external debt, long-term (TDS, current US$)","227845913.4"
"Djibouti","Debt service on external debt, other public sector (PPG) (TDS, current US$)","177650553.5"
"Djibouti","Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)","227845913.4"
"Djibouti","Debt service on external debt, public sector (PPG) (TDS, current US$)","227845913.4"
"Djibouti","Debt service on external debt, total (TDS, current US$)","228720659.5"
"Djibouti","Disbursements on external debt, long-term (DIS, current US$)","195896201"
"Djibouti","Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)","195896201"
"Djibouti","GG, bilateral (AMT, current US$)","22332092.5"
"Djibouti","GG, bilateral (INT, current US$)","1625797.5"
"Djibouti","GG, bilateral (TDS, current US$)","23957890"
"Djibouti","GG, multilateral (AMT, current US$)","20363277.7"
"Djibouti","GG, multilateral (INT, current US$)","5874192.2"
"Djibouti","GG, multilateral (TDS, current US$)","26237469.9"
"Djibouti","GG, official creditors (AMT, current US$)","42695370.2"
"Djibouti","GG, official creditors (INT, current US$)","7499989.7"
"Djibouti","GG, official creditors (TDS, current US$)","50195359.9"
"Djibouti","IMF repurchases (AMT, current US$)","874746.1"
"Djibouti","IMF repurchases and charges (TDS, current US$)","874746.1"
"Djibouti","Interest payments on external debt, general government sector (PPG) (INT, current US$)","7499989.7"
"Djibouti","Interest payments on external debt, long-term (INT, current US$)","55923983.7"
"Djibouti","Interest payments on external debt, other public sector (PPG) (INT, current US$)","48423994"
"Djibouti","Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)","55923983.7"
"Djibouti","Interest payments on external debt, public sector (PPG) (INT, current US$)","55923983.7"
"Djibouti","Multilateral debt service (TDS, current US$)","49711669.3"
"Djibouti","OPS, bilateral (AMT, current US$)","112427868.3"
"Djibouti","OPS, bilateral (INT, current US$)","41748485.8"
"Djibouti","OPS, bilateral (TDS, current US$)","154176354.1"
"Djibouti","OPS, multilateral (AMT, current US$)","16798691.2"
"Djibouti","OPS, multilateral (INT, current US$)","6675508.2"
"Djibouti","OPS, multilateral (TDS, current US$)","23474199.4"
"Djibouti","OPS, multilateral concessional (AMT, current US$)","1459275.2"
"Djibouti","OPS, multilateral concessional (INT, current US$)","2696593.7"
"Djibouti","OPS, multilateral concessional (TDS, current US$)","4155868.9"
"Djibouti","OPS, official creditors (AMT, current US$)","129226559.5"
"Djibouti","OPS, official creditors (INT, current US$)","48423994"
"Djibouti","OPS, official creditors (TDS, current US$)","177650553.5"
"Djibouti","PPG, bilateral (AMT, current US$)","134759960.8"
"Djibouti","PPG, bilateral (DIS, current US$)","80428893.8"
"Djibouti","PPG, bilateral (INT, current US$)","43374283.3"
"Djibouti","PPG, bilateral (TDS, current US$)","178134244.1"
"Djibouti","PPG, bilateral concessional (AMT, current US$)","4577215.1"
"Djibouti","PPG, bilateral concessional (INT, current US$)","6490225.4"
"Djibouti","PPG, bilateral concessional (TDS, current US$)","11067440.5"
"Djibouti","PPG, multilateral (AMT, current US$)","37161968.9"
"Djibouti","PPG, multilateral (DIS, current US$)","115467307.2"
"Djibouti","PPG, multilateral (INT, current US$)","12549700.4"
"Djibouti","PPG, official creditors (AMT, current US$)","171921929.7"
"Djibouti","PPG, official creditors (DIS, current US$)","195896201"
"Djibouti","PPG, official creditors (INT, current US$)","55923983.7"
"Djibouti","Principal repayments on external debt, general government sector (PPG) (AMT, current US$)","42695370.2"
"Djibouti","Principal repayments on external debt, long-term (AMT, current US$)","171921929.7"
"Djibouti","Principal repayments on external debt, other public sector (PPG) (AMT, current US$)","129226559.5"
"Djibouti","Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)","171921929.7"
"Djibouti","PS, bilateral (AMT, current US$)","134759960.8"
"Djibouti","PS, bilateral (INT, current US$)","43374283.3"
"Djibouti","PS, bilateral (TDS, current US$)","178134244.1"
"Djibouti","PS, multilateral (AMT, current US$)","37161968.9"
"Djibouti","PS, multilateral (INT, current US$)","12549700.4"
"Djibouti","PS, multilateral (TDS, current US$)","49711669.3"
"Djibouti","PS, multilateral concessional (AMT, current US$)","13152676.6"
"Djibouti","PS, multilateral concessional (INT, current US$)","5719090.1"
"Djibouti","PS, official creditors (AMT, current US$)","171921929.7"
"Djibouti","PS, official creditors (INT, current US$)","55923983.7"
"Djibouti","PS, official creditors (TDS, current US$)","227845913.4"
"Dominica","Debt service on external debt, general government sector (PPG) (TDS, current US$)","77577933.4"
"Dominica","Debt service on external debt, long-term (TDS, current US$)","80870518.2"
"Dominica","Debt service on external debt, other public sector (PPG) (TDS, current US$)","3292584.8"
"Dominica","Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)","80870518.2"
"Dominica","Debt service on external debt, public sector (PPG) (TDS, current US$)","80870518.2"
"Dominica","Debt service on external debt, total (TDS, current US$)","82878935.4"
"Dominica","Disbursements on external debt, long-term (DIS, current US$)","34503245.2"
"Dominica","Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)","34503245.2"
"Dominica","GG, bilateral (AMT, current US$)","8449207.1"
"Dominica","GG, bilateral (INT, current US$)","1123719.2"
"Dominica","GG, bilateral (TDS, current US$)","9572926.3"
"Dominica","GG, bonds (AMT, current US$)","1237946.1"
"Dominica","GG, bonds (INT, current US$)","2855111.1"
"Dominica","GG, bonds (TDS, current US$)","4093057.2"
"Dominica","GG, commercial banks (AMT, current US$)","1264287.5"
"Dominica","GG, commercial banks (INT, current US$)","322370.4"
"Dominica","GG, commercial banks (TDS, current US$)","1586657.9"
"Dominica","GG, multilateral (AMT, current US$)","7758723.3"
"Dominica","GG, multilateral (INT, current US$)","53948791"
"Dominica","GG, multilateral (TDS, current US$)","61707514.3"
"Dominica","GG, official creditors (AMT, current US$)","16207930.4"
"Dominica","GG, official creditors (INT, current US$)","55072510.2"
"Dominica","GG, official creditors (TDS, current US$)","71280440.6"
"Dominica","GG, other private creditors (AMT, current US$)","536666.6"
"Dominica","GG, other private creditors (INT, current US$)","81111.1"
"Dominica","GG, other private creditors (TDS, current US$)","617777.7"
"Dominica","GG, private creditors (AMT, current US$)","3038900.2"
"Dominica","GG, private creditors (INT, current US$)","3258592.6"
"Dominica","GG, private creditors (TDS, current US$)","6297492.8"
"Dominica","IMF repurchases (AMT, current US$)","2008417.2"
"Dominica","IMF repurchases and charges (TDS, current US$)","2008417.2"
"Dominica","Interest payments on external debt, general government sector (PPG) (INT, current US$)","58331102.8"
"Dominica","Interest payments on external debt, long-term (INT, current US$)","58899701.2"
"Dominica","Interest payments on external debt, other public sector (PPG) (INT, current US$)","568598.4"
"Dominica","Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)","58899701.2"
"Dominica","Interest payments on external debt, public sector (PPG) (INT, current US$)","58899701.2"
"Dominica","Multilateral debt service (TDS, current US$)","64713873.7"
"Dominica","OPS, bilateral (AMT, current US$)","754.8"
"Dominica","OPS, bilateral (TDS, current US$)","754.8"
"Dominica","OPS, commercial banks (AMT, current US$)","176470.6"
"Dominica","OPS, commercial banks (INT, current US$)","109000"
"Dominica","OPS, commercial banks (TDS, current US$)","285470.6"
"Dominica","OPS, multilateral (AMT, current US$)","2546761"
"Dominica","OPS, multilateral (INT, current US$)","459598.4"
"Dominica","OPS, multilateral (TDS, current US$)","3006359.4"
"Dominica","OPS, official creditors (AMT, current US$)","2547515.8"
"Dominica","OPS, official creditors (INT, current US$)","459598.4"
"Dominica","OPS, official creditors (TDS, current US$)","3007114.2"
"Dominica","OPS, private creditors (AMT, current US$)","176470.6"
"Dominica","OPS, private creditors (INT, current US$)","109000"
"Dominica","OPS, private creditors (TDS, current US$)","285470.6"
"Dominica","PPG, bilateral (AMT, current US$)","8449961.9"
"Dominica","PPG, bilateral (DIS, current US$)","1777394.7"
"Dominica","PPG, bilateral (INT, current US$)","1123719.2"
"Dominica","PPG, bilateral (TDS, current US$)","9573681.1"
"Dominica","PPG, bonds (AMT, current US$)","1237946.1"
"Dominica","PPG, bonds (INT, current US$)","2855111.1"
"Dominica","PPG, bonds (TDS, current US$)","4093057.2"
"Dominica","PPG, commercial banks (AMT, current US$)","1440758.1"
"Dominica","PPG, commercial banks (DIS, current US$)","3430000"
"Dominica","PPG, commercial banks (INT, current US$)","431370.4"
"Dominica","PPG, commercial banks (TDS, current US$)","1872128.5"
"Dominica","PPG, multilateral (AMT, current US$)","10305484.3"
"Dominica","PPG, multilateral (DIS, current US$)","29295850.5"
"Dominica","PPG, multilateral (INT, current US$)","54408389.4"
"Dominica","PPG, official creditors (AMT, current US$)","18755446.2"
"Dominica","PPG, official creditors (DIS, current US$)","31073245.2"
"Dominica","PPG, official creditors (INT, current US$)","55532108.6"
"Dominica","PPG, other private creditors (AMT, current US$)","536666.6"
"Dominica","PPG, other private creditors (INT, current US$)","81111.1"
"Dominica","PPG, private creditors (AMT, current US$)","3215370.8"
"Dominica","PPG, private creditors (DIS, current US$)","3430000"
"Dominica","PPG, private creditors (INT, current US$)","3367592.6"
"Dominica","PPG, private creditors (TDS, current US$)","6582963.4"
"Dominica","Principal repayments on external debt, general government sector (PPG) (AMT, current US$)","19246830.6"
"Dominica","Principal repayments on external debt, long-term (AMT, current US$)","21970817"
"Dominica","Principal repayments on external debt, other public sector (PPG) (AMT, current US$)","2723986.4"
"Dominica","Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)","21970817"
"Dominica","PS, bilateral (AMT, current US$)","8449961.9"
"Dominica","PS, bilateral (INT, current US$)","1123719.2"
"Dominica","PS, bilateral (TDS, current US$)","9573681.1"
"Dominica","PS, bonds (AMT, current US$)","1237946.1"
"Dominica","PS, bonds (INT, current US$)","2855111.1"
"Dominica","PS, bonds (TDS, current US$)","4093057.2"
"Dominica","PS, commercial banks (AMT, current US$)","1440758.1"
"Dominica","PS, commercial banks (INT, current US$)","431370.4"
"Dominica","PS, commercial banks (TDS, current US$)","1872128.5"
"Dominica","PS, multilateral (AMT, current US$)","10305484.3"
"Dominica","PS, multilateral (INT, current US$)","54408389.4"
"Dominica","PS, multilateral (TDS, current US$)","64713873.7"
"Dominica","PS, multilateral concessional (AMT, current US$)","2315424.2"
"Dominica","PS, multilateral concessional (INT, current US$)","1192399.5"
"Dominica","PS, official creditors (AMT, current US$)","18755446.2"
"Dominica","PS, official creditors (INT, current US$)","55532108.6"
"Dominica","PS, official creditors (TDS, current US$)","74287554.8"
"Dominica","PS, other private creditors (AMT, current US$)","536666.6"
"Dominica","PS, other private creditors (INT, current US$)","81111.1"
"Dominica","PS, other private creditors (TDS, current US$)","617777.7"
"Dominica","PS, private creditors (AMT, current US$)","3215370.8"
"Dominica","PS, private creditors (INT, current US$)","3367592.6"
"Dominica","PS, private creditors (TDS, current US$)","6582963.4"
"Dominican Republic","Debt service on external debt, general government sector (PPG) (TDS, current US$)","2287348709"
"Dominican Republic","Debt service on external debt, long-term (TDS, current US$)","4317123950"
"Dominican Republic","Debt service on external debt, other public sector (PPG) (TDS, current US$)","1231352.6"
"Dominican Republic","Debt service on external debt, private guaranteed by public sector (PPG) (TDS, current US$)","91000"
"Dominican Republic","Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)","2027684300"
"Dominican Republic","Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)","2289439650"
"Dominican Republic","Debt service on external debt, public sector (PPG) (TDS, current US$)","2289348650"
"Dominican Republic","Debt service on external debt, total (TDS, current US$)","4324295469"
"Dominican Republic","Disbursements on external debt, long-term (DIS, current US$)","476701374.2"
"Dominican Republic","Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)","476701374.2"
"Dominican Republic","GG, bilateral (AMT, current US$)","174361039.1"
"Dominican Republic","GG, bilateral (INT, current US$)","34740221"
"Dominican Republic","GG, bilateral (TDS, current US$)","209101260.1"
"Dominican Republic","GG, bonds (AMT, current US$)","24694859.1"
"Dominican Republic","GG, bonds (INT, current US$)","1545372323"
"Dominican Republic","GG, bonds (TDS, current US$)","1570067182"
"Dominican Republic","GG, commercial banks (AMT, current US$)","189665592.8"
"Dominican Republic","GG, commercial banks (INT, current US$)","12533869.4"
"Dominican Republic","GG, commercial banks (TDS, current US$)","202199462.2"
"Dominican Republic","GG, multilateral (AMT, current US$)","236016391.8"
"Dominican Republic","GG, multilateral (INT, current US$)","69964413.5"
"Dominican Republic","GG, multilateral (TDS, current US$)","305980805.3"
"Dominican Republic","GG, official creditors (AMT, current US$)","410377430.9"
"Dominican Republic","GG, official creditors (INT, current US$)","104704634.5"
"Dominican Republic","GG, official creditors (TDS, current US$)","515082065.4"
"Dominican Republic","GG, private creditors (AMT, current US$)","214360451.9"
"Dominican Republic","GG, private creditors (INT, current US$)","1557906192"
"Dominican Republic","GG, private creditors (TDS, current US$)","1772266644"
"Dominican Republic","IMF charges (INT, current US$)","7171518.8"
"Dominican Republic","IMF repurchases and charges (TDS, current US$)","7171518.8"
"Dominican Republic","Interest payments on external debt, general government sector (PPG) (INT, current US$)","1662610827"
"Dominican Republic","Interest payments on external debt, long-term (INT, current US$)","1999029139"
"Dominican Republic","Interest payments on external debt, other public sector (PPG) (INT, current US$)","174312.1"
"Dominican Republic","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","336136000"
